Date,Open,High,Low,Close,Volume,Adj Close
2014-07-11,632.69,635.0,613.46,633.0,6209.35930842,633.0
2014-07-12,635.87,642.57,628.7,636.91,3830.12110244,636.91
2014-07-13,629.73,638.73,626.09,629.73,4088.9895761,629.73
2014-07-14,621.5,632.0,617.7,622.91,3674.31680414,622.91
2014-07-15,621.42,626.25,616.09,624.77,3692.73514929,624.77
2014-07-16,615.84,625.0,610.01,614.9,5427.91161501,614.9
2014-07-17,626.26,629.0,610.0,626.26,4841.37758703,626.26
2014-07-18,628.0,632.96,618.46,628.37,4086.67080501,628.37
2014-07-19,629.01,632.96,625.0,630.95,1941.01496177,630.95
2014-07-20,623.21,631.5,620.0,625.5,1526.80140362,625.5
2014-07-21,620.06,628.0,615.0,621.96,3911.08947579,621.96
2014-07-22,619.75,624.99,618.91,621.94,3434.51794951,621.94
2014-07-23,619.9,623.0,615.51,621.0,3824.25512704,621.0
2014-07-24,602.24,622.67,591.12,604.0,10209.50495695,604.0
2014-07-25,600.23,609.65,592.97,602.0,4949.0623595,602.0
2014-07-26,593.36,603.0,590.0,595.09,3531.18561827,595.09
2014-07-27,593.02,602.83,589.0,594.95,3924.64263771,594.95
2014-07-28,587.07,596.0,570.5,589.0,10325.89371668,589.0
2014-07-29,583.93,593.0,578.0,584.51,4244.18765569,584.51
2014-07-30,557.87,586.0,557.12,560.79,10188.32978793,560.79
2014-07-31,586.08,590.0,555.9,587.75,9461.5277436,587.75
2014-08-02,595.46,607.2,582.0,596.3,11790.00258004,596.3
2014-08-04,591.21,595.7,581.8,592.24,3608.61770315,592.24
2014-08-05,580.34,589.0,578.25,580.33,6881.61018005,580.33
2014-08-07,581.17,586.36,576.44,582.73,7584.99940018,582.73
2014-08-08,590.01,595.0,583.93,591.97,4510.75536028,591.97
2014-08-09,589.99,591.97,585.21,590.11,1620.89451863,590.11
2014-08-10,586.97,597.0,586.0,586.98,3123.10768915,586.98
2014-08-11,572.46,590.99,571.0,573.95,5793.18657033,573.95
2014-08-12,568.72,575.73,561.9,568.73,6799.09176563,568.73
2014-08-13,545.91,572.0,524.55,545.91,25297.99097926,545.91
2014-08-14,504.11,551.86,497.0,506.73,25774.64606254,506.73
2014-08-15,501.34,521.79,481.55,501.34,16576.0797556,501.34
2014-08-16,519.05,529.8,485.0,522.0,12907.09420878,522.0
2014-08-17,491.02,524.8,485.39,491.02,10310.93213211,491.02
2014-08-18,462.65,510.0,442.0,462.65,28441.76511622,462.65
2014-08-19,485.23,493.98,453.01,485.51,18318.77513878,485.51
2014-08-20,511.52,527.01,466.0,512.89,18883.98592175,512.89
2014-08-21,523.5,534.14,510.57,525.16,13202.86710699,525.16
2014-08-22,516.62,528.0,500.01,518.33,16705.36372766,518.33
2014-08-23,497.5,521.0,487.0,497.49,8632.1869441,497.49
2014-08-24,507.07,515.95,490.0,510.84,5901.11444748,510.84
2014-08-25,502.34,510.84,496.79,504.2,5447.47586282,504.2
2014-08-26,508.65,516.0,499.0,508.65,7140.97254867,508.65
2014-08-27,515.0,523.09,508.94,515.0,7103.34149685,515.0
2014-08-28,507.01,515.58,507.0,507.01,7719.60980099,507.01
2014-08-29,508.88,514.98,501.25,508.88,7243.76586927,508.88
2014-08-30,498.72,509.65,498.13,499.0,4390.32085205,499.0
2014-08-31,481.83,504.75,473.33,481.79,10930.51751293,481.79
2014-09-01,481.03,490.0,472.54,481.01,8188.20948824,481.01
2014-09-02,477.5,484.61,470.42,477.5,8144.56454181,477.5
2014-09-03,471.63,477.99,471.0,471.9,4935.64195687,471.9
2014-09-04,488.18,497.0,471.04,488.88,10876.4403155,488.88
2014-09-05,478.17,492.99,477.01,478.46,4963.134257,478.46
2014-09-06,480.01,485.0,473.03,480.01,3517.6499626,480.01
2014-09-07,478.58,483.0,477.25,478.58,2238.08500379,478.58
2014-09-08,468.5,479.46,456.3,468.82,14965.99736438,468.82
2014-09-10,476.03,476.99,459.18,476.99,9379.4807723,476.99
2014-09-11,474.74,480.8,465.0,474.78,7990.34780932,474.78
2014-09-12,471.41,478.0,462.0,472.5,6622.70259376,472.5
2014-09-13,478.79,480.13,467.43,478.74,5872.5553976,478.74
2014-09-14,474.17,481.58,474.0,474.93,3909.54412303,474.93
2014-09-15,475.08,479.62,470.0,475.07,5266.59263221,475.07
2014-09-16,462.35,475.98,462.0,462.48,6805.41530341,462.48
2014-09-17,445.56,465.57,443.57,446.9,11777.15851413,446.9
2014-09-18,425.49,453.94,407.94,425.49,21458.84007791,425.49
2014-09-19,397.5,429.0,378.78,398.53,30513.69934161,398.53
2014-09-20,409.97,431.11,390.0,411.0,19945.74716519,411.0
2014-09-21,395.6,414.45,390.0,396.78,14195.94059412,396.78
2014-09-22,400.48,409.38,395.61,400.48,10406.62991082,400.48
2014-09-23,438.44,452.67,393.6,439.5,26725.29748282,439.5
